task_id,condition,run_number,correct,rubric_score,shae_c,response_length,tokens_used,wall_clock_seconds,task_type,meta_category,difficulty
T49,chain-of-thought,2,1,1.0,1.0,3660,1388,15.5,C2,C,hard
T49,chain-of-thought,3,1,1.0,1.0,2699,1173,15.58,C2,C,hard
T49,chain-of-thought,4,1,1.0,1.0,3208,1226,14.08,C2,C,hard
T49,chain-of-thought,5,1,1.0,1.0,3252,1265,18.34,C2,C,hard
T49,arc-informed,1,1,1.0,1.0,7859,2560,35.98,C2,C,hard
T49,arc-informed,2,1,1.0,1.0,4193,1479,20.78,C2,C,hard
T49,arc-informed,3,1,1.0,1.0,3921,1421,25.69,C2,C,hard
T49,arc-informed,4,1,1.0,1.0,11261,3737,46.06,C2,C,hard
T49,arc-informed,5,1,1.0,1.0,8256,2810,40.67,C2,C,hard
T50,baseline,1,1,1.0,1.0,2495,802,8.31,C2,C,hard
T50,baseline,2,1,1.0,1.0,4174,1248,14.45,C2,C,hard
T50,baseline,3,1,1.0,1.0,4003,1243,14.14,C2,C,hard
T50,baseline,4,1,0.7,1.0,2952,877,9.92,C2,C,hard
T50,baseline,5,1,0.7,1.0,2490,789,12.51,C2,C,hard
T50,chain-of-thought,1,1,1.0,1.0,3857,1153,18.66,C2,C,hard
T50,chain-of-thought,2,1,0.7,1.0,3072,993,13.39,C2,C,hard
T50,chain-of-thought,3,1,0.7,1.0,2848,897,15.12,C2,C,hard
T50,chain-of-thought,4,1,0.7,1.0,2528,883,12.3,C2,C,hard
T50,chain-of-thought,5,1,0.7,1.0,3225,1050,15.3,C2,C,hard
T50,arc-informed,1,1,1.0,1.0,4691,1345,22.27,C2,C,hard
T50,arc-informed,2,1,1.0,1.0,3706,1176,20.09,C2,C,hard
T50,arc-informed,3,1,1.0,1.0,3944,1235,18.97,C2,C,hard
T50,arc-informed,4,1,1.0,1.0,4624,1373,23.09,C2,C,hard
T50,arc-informed,5,1,0.7,1.0,3949,1199,26.03,C2,C,hard
